Genome,OG,DC.M.48.1,DC.H.48.1,NZ.H.48.1,AZ.M.48.1,NZ.M.48.3,AZ.L.48.1,AZ.M.48.2,PR.L.48.1,NZ.H.48.2,CP.L.48.1,NZ.L.48.3,CP.H.48.3,NZ.H.48.3,DC.M.48.2,NC.1D.48.1,DC.H.48.2,PR.L.48.3,PR.M.48.1,DC.L.48.1,PR.M.48.2,PR.H.48.1,CP.M.48.1,NC.1D.48.2,CP.M.48.2,AZ.L.48.2,AZ.H.48.1,CP.L.48.2,PR.L.48.2,PR.M.48.3,NZ.M.48.2,NZ.L.48.1,DC.L.48.2,AZ.L.48.3,AZ.H.48.2,NZ.M.48.1,NZ.L.48.2,DC.L.48.3,CP.L.48.3,DC.H.48.3,PR.H.48.2,CP.H.48.2,CP.M.48.3,PR.H.48.3,DC.M.48.3,AZ.H.48.3,NC.1D.48.3,CP.H.48.1,AZ.M.48.3
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,775TI,37401000,27011000,0,20255000,0,20654000,20256000,28724000,29869000,0,42689000,35431000,17546000,29040000,21774000,29585000,0,0,35801000,23159000,31798000,17783000,20581000,0,28254000,0,0,22134000,26941000,0,0,32603000,19514000,0,0,36277000,18323000,0,18079000,23276000,6613600,12944000,17845000,26640000,0,23208000,0,61067000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,77C22,49169000,52836000,19279000,35340000,45605000,27765000,25717000,53588000,57090000,23132000,40182000,61594000,36384000,42855000,48402000,45943000,42152000,32585000,24909000,39760000,34909000,40851000,34847000,48851000,22420000,19288000,0,24305000,29485000,22096000,37673000,34042000,44782000,16526000,26188000,24730000,29828000,26040000,41574000,50880000,34094000,48057000,46452000,42796000,28489000,32454000,30508000,35957000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0057,256080000,179690000,216210000,163110000,231910000,163000000,234710000,215700000,244510000,64469000,254890000,75109000,210610000,278390000,170520000,139020000,223420000,165420000,308020000,204460000,245910000,26304000,183220000,35652000,213250000,140000000,78560000,145350000,188400000,235380000,227480000,173690000,256000000,150600000,337760000,213740000,149420000,71794000,166460000,157440000,49526000,45627000,351020000,255600000,161870000,186080000,36260000,196770000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0069,3570900,0,6008200,6692100,11418000,6466300,6884300,13034000,6212900,5941800,17317000,0,5707300,4483000,13366000,0,27558000,5166000,23932000,11469000,6836400,0,31674000,0,7226200,3517300,11342000,20469000,18837000,17840000,13106000,21151000,10090000,5809000,39035000,11643000,5675900,7205500,0,4337100,0,0,9661600,5719400,4213500,23840000,0,7078100
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0085,15578000,0,0,16560000,28898000,21442000,0,0,0,0,0,2942200,20749000,24961000,20468000,9879300,0,15353000,16386000,18557000,21791000,2366200,27363000,1857200,21175000,21150000,0,18336000,0,0,0,20168000,0,0,31168000,23027000,13499000,8712200,9453900,14054000,1976700,1995300,23467000,0,0,45861000,1725200,18560000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0145,43394000,0,40280000,49585000,101980000,79297000,54735000,93864000,45725000,67218000,100660000,0,48818000,50035000,66635000,0,97713000,52147000,84794000,62504000,69588000,0,101310000,0,80218000,19568000,89725000,97766000,91037000,64709000,0,83149000,68137000,51976000,102800000,90035000,37542000,48713000,0,72645000,5044700,0,51513000,42759000,29830000,104210000,0,53677000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0149,0,29965000,0,0,0,0,0,35282000,0,0,0,14023000,0,37113000,0,22114000,0,0,0,0,0,9716500,0,9648100,11099000,0,0,0,0,0,0,0,0,0,0,0,0,0,28769000,0,16589000,13342000,0,0,0,0,13037000,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0152,14490000,12215000,0,10032000,17847000,0,0,0,12671000,0,0,10766000,0,0,16796000,16359000,0,9571800,0,0,21794000,9680000,0,0,0,0,7620000,0,0,22555000,17102000,18503000,0,16987000,0,0,0,0,0,13961000,20770000,7032000,18260000,0,0,14548000,0,12788000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0222,41908000,24817000,22829000,26039000,48499000,36187000,28389000,31824000,31366000,8681800,29940000,12401000,26126000,37290000,22791000,23519000,22829000,38386000,41193000,30460000,39795000,5421400,39736000,7061900,30495000,16832000,29012000,29904000,25561000,32563000,35117000,26586000,46497000,18045000,50256000,35540000,23047000,9038300,24313000,25762000,8205700,8164400,34011000,34353000,18053000,24527000,8006900,29045000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0329,0,0,0,0,0,0,0,0,0,0,0,4004900,0,0,0,0,0,0,0,0,0,1817300,0,2136300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977700,2515900,0,0,0,0,1980000,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0370,40757000,36292000,65079000,38184000,0,47762000,62225000,45128000,54160000,48677000,0,55774000,12253000,97985000,54080000,0,0,33172000,0,38825000,35360000,13698000,0,36379000,40081000,8215500,0,112030000,20780000,0,0,0,0,41572000,0,42876000,34666000,0,0,30822000,30768000,22010000,0,0,43906000,0,48685000,37090000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0461,0,0,0,0,0,0,0,0,0,0,0,1378400,0,0,0,0,0,0,0,0,0,0,0,1249600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400800,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0480,14430000,15523000,10665000,0,0,0,12152000,11870000,11123000,9855100,9616100,9738500,11907000,13138000,15273000,14259000,12955000,11682000,14141000,12621000,15242000,9328400,10961000,4736800,11941000,11866000,12196000,0,12467000,0,0,11264000,12934000,10315000,0,10773000,10319000,0,16318000,12546000,0,6320000,0,13448000,0,12281000,0,12892000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0523,7786300,5614100,8200200,0,0,10741000,7043800,9570300,8964200,69833000,0,4650100,0,0,0,0,0,0,0,8913700,0,0,0,1950600,13332000,0,0,0,9414600,0,0,9512700,9657300,0,0,0,0,0,6448200,0,0,3333400,0,0,0,0,0,11785000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0524,77495000,48741000,115997000,91206000,94051000,68368000,78434000,87667000,80728000,49795000,89884000,78659000,85707000,94235000,74442000,83123000,95420000,56985000,115495000,98701000,98981000,26971600,90971000,44331000,99934000,84953000,59522000,58118000,109687000,104177000,89484000,88858000,104013000,77458000,88475000,93377000,63751000,34195000,77756000,81181000,53339000,71383000,135285000,117151000,70733000,74784000,29591000,74630000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0554,29931000,0,0,0,0,0,0,0,23485000,17713000,14136000,0,0,24564000,0,0,0,0,9456900,0,0,0,0,0,0,22779000,40574000,0,0,0,0,0,0,16000000,0,0,0,42166000,18217000,0,0,0,0,20138000,22209000,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0593,39397000,26700000,46386000,16651000,51795000,0,20104000,26016000,30199000,11951000,28728000,15992000,21362000,28849000,30253000,19275000,30891000,0,45113000,34155000,27880000,4331000,24778000,6582700,20070000,15158000,0,0,26611000,22589000,35318000,17963000,37209000,28708000,36038000,19179000,30629000,0,22766000,24179000,6607600,6648000,46471000,32220000,18805000,47912000,4271100,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0683,0,0,0,0,0,0,0,0,0,0,0,4703900,0,0,0,0,0,0,0,0,0,2526700,0,2133400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996000,2444400,0,0,0,0,2479900,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG0800,29362000,34679000,32029000,28772000,27799000,20984000,28633000,24459000,38446000,22698000,28376000,29778400,22764000,27374000,31178000,34418000,26243000,22694000,47924000,17867000,26908000,4159400,26153000,21969500,16157000,36251000,28559000,21456000,27361000,46503000,40233000,20524000,33599000,37489000,30594000,0,0,18002000,44152000,24419000,21432000,31369900,41378000,28552000,0,30828000,2631600,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1028,74778000,76090000,77795000,43798000,130260000,51472000,38681000,103730000,85486000,89581000,149010000,17626000,61539000,85336000,83175000,56350000,165510000,62861000,123760000,80078000,87460000,28332000,125750000,10718000,83128000,47827000,115890000,77234000,111350000,104910000,99444000,97222000,119890000,73729000,159280000,99147000,61193000,73741000,67256000,67835000,36535000,44270000,135900000,77115000,61603000,104760000,13098000,97523000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1264,102470000,81265000,79358000,78127000,108230000,64423000,94186000,62258000,99226000,59231000,115660000,101120000,96460000,106470000,107820000,67099000,86608000,59063000,129930000,85058000,83964000,37475000,83542000,49110000,95836000,60369000,81509000,56655000,95252000,135100000,95035000,64181000,107050000,58714000,115760000,78223000,63201000,44014000,69244000,66205000,70270000,86708000,113290000,107790000,56656000,115020000,39312000,83199000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1312,0,0,0,0,0,0,0,0,0,0,0,3994100,0,6014300,0,0,0,0,0,0,0,2462000,0,2761600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3659300,3509000,0,0,0,0,3731500,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1316,7330700,65295000,13648000,4567100,6112100,3876500,5617900,7314500,0,4677200,3322400,0,5205800,0,0,33003000,3022700,0,0,15444000,0,0,7153200,0,5651900,2518900,0,3659600,8802700,3605000,0,0,5263300,0,0,5707600,0,0,41622000,3279800,0,0,2114700,8425400,2113000,0,0,8753000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1653,115215000,146170500,145903000,142592000,155349300,104860000,133686000,149715000,140301000,130142000,205524000,343087400,177911500,161169000,206487000,158688200,178013000,89213000,201651000,116099000,129929400,158282100,146918000,131311800,175483000,124425200,134553000,99692000,144440000,184975000,143954700,111051000,190114000,137032000,194966000,169285000,70491700,86923000,118792000,140106000,246387700,265021700,207710000,138090000,119355000,139692000,165188100,141552000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1820,13670000,0,0,0,0,0,0,0,0,7165000,0,9431200,10407000,0,0,12291000,0,0,0,0,13527000,3988000,0,9358100,12260000,10087000,0,0,0,0,11655000,0,11317000,0,14776000,0,0,0,0,0,0,0,12995000,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1866,39265000,30744000,0,27456000,0,25610000,29680000,27383000,26666000,17685000,27529000,10774000,24780000,36952000,23893000,27161000,30275000,22873000,51786000,32703000,37800000,4979600,26011000,6539600,40492000,26622000,0,18936000,27569000,34481000,29484000,21393000,29144000,23576000,39564000,28821000,21685000,32928000,31407000,23718000,6898600,4691700,37408000,32237000,26341000,23208000,3232800,29694000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1879,24449000,15154000,10912000,15129000,12032000,10911000,10543000,25539000,11200000,0,17580000,32570000,16786000,23123000,12592000,18865000,24172000,13455000,24140000,24601000,19904000,11677000,32607000,24646000,36294000,9190100,17371000,4026900,22509000,26626000,0,17069000,17826000,9455800,0,20422000,10777000,0,9033700,12109000,42016000,58683000,24548000,17720000,8680000,0,11432000,15856000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1904,0,14254000,0,4625700,0,0,0,0,0,0,0,5329700,0,0,0,0,0,5365400,0,0,0,0,0,1413700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6784100,3532400,0,0,0,0,2775500,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG1960,66847000,37116000,40824000,32530000,63507000,52816000,51471000,56531000,60520000,20757000,46701000,13522000,53381000,71818000,40441000,37353000,49839000,41089000,72838000,44216000,63077000,6115900,52059000,9097300,34110000,34697000,12082000,22694000,49553000,59633000,63711000,42764000,55416000,32992000,65468000,41571000,25895000,36712000,46269000,34351000,13909000,15043000,77772000,63956000,29265000,45215000,4525200,59883000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG2182,9516200,0,0,0,0,0,0,0,0,0,0,7635000,0,0,0,0,0,0,0,0,0,2288800,0,3970500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5115400,3589500,0,0,0,0,3006600,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG2407,21908000,24466000,4904600,4059500,19777000,10130000,12657000,7530400,11274000,0,8187500,10434000,7642500,22956000,3459100,17189000,0,13560000,29706000,7725000,15589000,2068100,0,3330100,15045000,8964500,0,0,21137000,34004000,16963000,9029800,12989000,0,0,19952000,11903000,0,30335000,6341700,9454200,4218400,15323000,23773000,9187700,0,4662300,15589000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG3717,64213000,22269000,0,8302800,21795000,15867000,14319000,16896000,15991000,12943000,23376000,19438000,22160000,10574000,19125000,14139000,18685000,78944000,23846000,17206000,16503000,6210700,22135000,13182000,15310000,0,12417000,14776000,14878000,25017000,19115000,6642000,24138000,14155000,21475000,17541000,9805800,11415000,15296000,13445000,7587500,13734000,26654000,22661000,15768000,41756000,8821500,20902000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG3968,22630000,53745000,18946000,15092000,0,14656000,18445000,0,0,0,0,0,14446000,16513000,0,33664000,0,16259000,0,0,0,0,0,0,0,18786000,0,0,0,17577000,0,0,18743000,17279000,0,0,0,17001000,44035000,0,1230700,6244900,0,16012000,22636000,0,5276800,19804000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG4166,11618000,7778200,0,7530800,0,0,9664600,0,14466000,17140000,0,12119000,0,12821000,0,9116700,0,15835000,0,0,15133000,8443500,0,7822000,0,6901400,0,0,0,12668000,0,0,0,0,0,0,0,0,0,6012000,21983000,15438000,0,15776000,0,0,6181100,10263000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Gemmiger_s_Gemmiger_sp900540595|bin.232,LCOG5520,19330000,0,0,218150000,84189000,241970000,134550000,82361000,19350000,0,58485000,0,0,20439000,51446000,0,84617000,43087000,78567000,90262000,41649000,0,115980000,0,171230000,95560000,0,90011000,78405000,39996000,42259000,63966000,308010000,45383000,126510000,80930000,0,0,0,37250000,0,0,49019000,12704000,113660000,51333000,0,275330000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,71TDN,260010000,112010000,203360000,127550000,322930000,201040000,196020000,253060000,237970000,66945000,213280000,12336000,234380000,217270000,102540000,33979000,281820000,168080000,277000000,150370000,236280000,4632300,243390000,8619800,276820000,270420000,164790000,178610000,226880000,269900000,267680000,107950000,256190000,171630000,313800000,208310000,116710000,178070000,93826000,205880000,9575900,7341800,550590000,234560000,218310000,222330000,5416700,63822000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,73PFE,28423000,0,23633000,0,50685000,22230000,10187000,26791000,26898000,0,45089000,0,0,39010000,0,4655600,33208000,29945000,35946000,21999000,35344000,0,32613000,0,25392000,0,0,20837000,26897000,0,24997000,33017000,0,0,69910000,25579000,12980000,0,9691100,29897000,0,0,55013000,31028000,0,0,0,13578000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,775TI,18063000,0,0,0,0,16981000,0,23815000,16503000,0,21711000,0,0,20530000,15451000,0,0,12622000,0,0,23271000,0,17794000,0,14947000,0,0,0,21527000,0,16266000,12955000,21715000,0,22571000,17325000,0,0,0,13315000,0,0,28855000,26305000,0,21235000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0017,0,0,32634000,43907000,77120000,33343000,0,0,27126000,67387000,97100000,0,25544000,35782000,0,0,42802000,42751000,60548000,77759000,53522000,0,105930000,0,57950000,15478000,125130000,85841000,66790000,0,34074000,102660000,48941000,39038000,78010000,69050000,45602000,50761000,0,75417000,0,0,44820000,36170000,32868000,108690000,0,62828000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0050,349080000,139050000,284600000,81736000,416160000,237920000,132810000,244560000,282720000,3219300,357030000,2629400,247500000,406530000,183220000,78583000,283710000,211510000,399350000,275550000,360380000,1739700,332050000,2330800,266050000,66104000,11727000,259910000,305980000,291780000,262020000,324350000,341000000,79220000,456080000,266260000,129580000,19090000,134590000,264150000,2596500,2776800,612880000,351460000,94114000,295280000,2204700,143330000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0057,17234000,0,21737000,0,19379000,12075000,0,18700000,0,0,0,0,22872000,11218000,0,0,0,14825000,0,16042000,17057000,0,0,0,18117000,0,0,0,0,25134000,0,14815000,0,0,18625000,0,14191000,0,13560000,10230000,0,0,27223000,20785000,0,14980000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0086,0,0,0,0,0,0,4154700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5848500,0,0,2158600,0,0,0,5773500,0,0,0,0,0,0,0,0,0,0,0,0,9443900,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0090,72472000,83600000,71632000,63904000,74115000,66836000,40744000,79652000,79771000,0,77885000,0,53289000,73553000,46855000,74809000,59827000,43840000,88953000,62407000,89632000,0,79815000,0,65830000,21987000,19412000,65356000,61515000,59154000,67253000,72570000,89471000,44900000,121020000,68788000,47034000,13132000,109890000,56391000,0,0,108870000,59313000,45853000,80782000,0,52866000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53537000,12912000,0,0,0,0,0,21455000,0,0,0,0,20826000,0,0,0,16361000,0,0,0,0,16583000,0,0,0,0,0,0,18205000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0093,0,0,0,0,0,0,10755000,0,0,0,0,0,11115000,0,0,8109000,0,0,0,0,0,0,0,0,0,25136000,0,0,0,12291000,0,0,0,10835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0098,0,0,0,0,0,0,0,0,0,0,11623000,0,0,22189000,0,0,20466000,0,17052000,0,13608000,0,0,0,0,0,0,0,0,13720000,8185800,0,0,0,0,0,0,0,0,0,0,0,45438000,23315000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18199000,0,22138000,9170500,0,0,19392000,0,0,60904000,24954000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0103,0,0,0,0,0,0,0,0,13961000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30847000,0,0,0,0,0,0,0,0,49329000,18716000,27997000,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0126,17921000,11920000,8953000,0,21980000,16674000,13725000,16694000,18289000,0,25612000,0,13259000,18325000,12990000,18003000,23410000,5909300,26519000,16712000,30815000,0,25706000,0,30074000,5785600,0,15773000,17475000,20226000,17700000,21446000,20916000,0,26384000,20867000,7005800,0,16533000,9088500,0,0,36358000,18743000,11042000,26128000,0,14011000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0136,165920000,47769000,135900000,83885000,156240000,84796000,0,109310000,0,57203000,87107000,25501000,0,136790000,80233000,26792000,0,0,127990000,60669000,0,3139700,121350000,4894000,86973000,61751000,148260000,0,101740000,100830000,0,80377000,0,84739000,0,106170000,57285000,0,31647000,58573000,0,5917500,113130000,145240000,81460000,89922000,4283900,137510000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0152,18067000,0,7367800,0,10831000,19828000,0,9302300,9274900,0,11209000,0,8314200,11549000,0,0,8484900,8725400,14006000,12083000,14839000,0,0,0,26056000,0,0,0,0,9533000,8234000,10283000,9207800,0,19668000,12784000,0,0,4650800,7777400,0,0,29828000,11654000,0,7898000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0156,60255000,17024000,79824000,22967000,65715000,51305000,57369000,100030000,128980000,2928000,55418000,1928500,64814000,98203000,38111000,6538800,65083000,47233000,98990000,86019000,79404000,309710,50765000,1056600,78180000,66722000,8762200,57986000,64636000,68534000,78614000,71805000,84329000,28949000,124440000,83886000,36703000,4577400,15243000,55292000,497680,0,125580000,71675000,38196000,53446000,0,26044000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0198,13747000,0,16310000,0,16779000,0,10508000,0,16609000,0,0,0,11587000,18121000,0,0,0,0,18810000,0,15801000,0,0,0,0,0,0,0,15016000,13543000,14275000,0,16389000,0,18091000,0,13202000,0,10085000,12515000,0,0,19246000,18170000,0,0,0,14621000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0200,49268000,9401900,26790000,11724000,58599000,16829000,21424000,34833000,28142000,0,25864000,0,40682000,34404000,16634000,9486100,33500000,30977000,51618000,34705000,33835000,0,30370000,0,39149000,0,0,23550000,0,35139000,39649000,36238000,41362000,9697900,38374000,33405000,31142000,0,23260000,30174000,0,0,65456000,48166000,0,40534000,0,18254000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0244,17881000,0,11927000,0,33480000,14034000,0,10607000,20959000,0,19947000,0,0,13722000,15700000,0,20907000,11508000,24446000,13880000,20887000,0,24697000,0,16446000,0,0,9771800,14215000,11845000,0,12024000,0,0,0,12011000,0,0,8737000,14483000,3219700,0,22094000,29470000,0,17836000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0281,29958000,0,19400000,0,27846000,25595000,11242000,22525000,16029000,27347000,40219000,0,32031000,39176000,15635000,11195000,33959000,26193000,33573000,19901000,31119000,0,33103000,0,32362000,0,0,0,31635000,31050000,19295000,23110000,28910000,0,28361000,37132000,13976000,0,0,23786000,0,0,53791000,25098000,0,19444000,0,23395000
