Genome,OG,DC.M.48.1,DC.H.48.1
MGYG000000074,LCOG0137,63652752.4,6288445
MGYG000000074,LCOG0138,232711204.3,0
MGYG000000074,LCOG0143,17236867.33,5568053
MGYG000000074,LCOG0148,879585108.3,436656250.6
MGYG000000074,LCOG0149,458198246.3,9865093.9
MGYG000000074,LCOG0152,133974517.5,13791107.33
MGYG000000074,LCOG0153,630937084.3,206933124.5
MGYG000000074,LCOG0156,689096460.6,81019780.57
MGYG000000074,LCOG0162,111270852,0
MGYG000000074,LCOG0166,32697036.07,16692934
MGYG000000074,LCOG0172,231834005,0
MGYG000000074,LCOG0173,30371091,0
MGYG000000074,LCOG0180,28290758,0
MGYG000000074,LCOG0184,26791546.36,17525873
MGYG000000074,LCOG0188,38884949.14,11962554
MGYG000000074,LCOG0191,43083410.5,0
MGYG000000074,LCOG0195,189921676.7,43528295
MGYG000000074,LCOG0197,156380530,8348761
MGYG000000074,LCOG0198,121037176,17622531.5
MGYG000000074,LCOG0202,206699111.4,74293757.75
MGYG000000074,LCOG0203,1373981767,234903718.1
MGYG000000074,LCOG0205,591332070.9,438157589.3
MGYG000000074,LCOG0206,1773496,4917584
MGYG000000074,LCOG0209,140800816,232242
MGYG000000074,LCOG0222,2942432628,647915365
MGYG000000074,LCOG0224,40757610,0
MGYG000000074,LCOG0228,84090052.08,5070318
MGYG000000074,LCOG0231,91734572.54,34809997.5
MGYG000000074,LCOG0233,439089276.2,126057651
MGYG000000074,LCOG0234,10159935,0
MGYG000000074,LCOG0236,23834243,0
MGYG000000074,LCOG0244,134525926.7,835162
MGYG000000074,LCOG0256,64158571.38,203549
MGYG000000074,LCOG0264,1620322225,291749797.7
MGYG000000074,LCOG0265,192411146.3,2469026
MGYG000000074,LCOG0267,98975936.28,21533096
MGYG000000074,LCOG0268,47619509,0
MGYG000000074,LCOG0274,53159550.44,4283775
MGYG000000074,LCOG0280,326824548,172105753.5
MGYG000000074,LCOG0282,59987871.27,609710
MGYG000000074,LCOG0304,170438118.4,5600902.5
MGYG000000074,LCOG0325,133199019,2954142
MGYG000000074,LCOG0326,84869955.29,30852057.17
MGYG000000074,LCOG0330,483818255,0
MGYG000000074,LCOG0332,138969151.8,18427093
MGYG000000074,LCOG0334,974210841.7,3478983.5
MGYG000000074,LCOG0335,48596273.83,5461493
MGYG000000074,LCOG0339,1459982559,124810541
MGYG000000074,LCOG0341,606793974.5,214209333
MGYG000000074,LCOG0342,606793974.5,214209333
MGYG000000074,LCOG0359,182895567.6,12866662.5
MGYG000000074,LCOG0360,108449042,0
MGYG000000074,LCOG0363,379637530.2,27542149
MGYG000000074,LCOG0379,119801438,0
MGYG000000074,LCOG0388,96822865,0
MGYG000000074,LCOG0403,41488435.5,2406547
MGYG000000074,LCOG0404,619929093.8,30781137
MGYG000000074,LCOG0423,64966403.47,6085794.5
MGYG000000074,LCOG0426,193876568.5,1315372
MGYG000000074,LCOG0427,74766203.17,0
MGYG000000074,LCOG0436,1226337174,9852147
MGYG000000074,LCOG0438,525550204,0
MGYG000000074,LCOG0441,206446027.4,154930466
MGYG000000074,LCOG0442,5134891,0
MGYG000000074,LCOG0443,252609200.4,135144933.3
MGYG000000074,LCOG0450,7173352,0
MGYG000000074,LCOG0457,978560396.5,76838012
MGYG000000074,LCOG0459,645282167.2,252565221.2
MGYG000000074,LCOG0460,107453535.2,31744920
MGYG000000074,LCOG0462,26643682,0
MGYG000000074,LCOG0468,35171339.6,11942252
MGYG000000074,LCOG0469,7828789,0
MGYG000000074,LCOG0479,997556935,18001726.5
MGYG000000074,LCOG0480,545265879,211661003
MGYG000000074,LCOG0486,7449685,0
MGYG000000074,LCOG0488,165470823.8,13095989
MGYG000000074,LCOG0495,179659835.3,0
MGYG000000074,LCOG0499,803399,0
MGYG000000074,LCOG0511,117124722.7,8167140.25
MGYG000000074,LCOG0513,272371765,220098920
MGYG000000074,LCOG0516,9479017.867,629134
MGYG000000074,LCOG0522,60778763.8,12655350.75
MGYG000000074,LCOG0526,337419446.7,749292813
MGYG000000074,LCOG0532,405201,947980
MGYG000000074,LCOG0539,514028362.5,191360581.3
MGYG000000074,LCOG0542,49682515,0
MGYG000000074,LCOG0543,198575522,0
MGYG000000074,LCOG0544,431752009.2,20564453
MGYG000000074,LCOG0545,1423351911,99176486.57
MGYG000000074,LCOG0553,272371765,220098920
MGYG000000074,LCOG0563,133419941,0
MGYG000000074,LCOG0577,133015582.5,0
MGYG000000074,LCOG0578,252010268.3,81940393.15
MGYG000000074,LCOG0584,412120381.2,0
MGYG000000074,LCOG0592,7277454.6,0
MGYG000000074,LCOG0605,1859931359,8386448
MGYG000000074,LCOG0612,694403673.4,257899770.47000003
MGYG000000074,LCOG0623,61586301.5,0
MGYG000000074,LCOG0627,6886724.5,0
MGYG000000074,LCOG0629,121377242.5,3729438
MGYG000000074,LCOG0634,2201838,0
MGYG000000074,LCOG0642,164129122,0
MGYG000000074,LCOG0653,225912045.1,12015192
MGYG000000074,LCOG0659,13717503,0
MGYG000000074,LCOG0673,1621407099,266835188
MGYG000000074,LCOG0674,727686068.2,178223537.6
MGYG000000074,LCOG0686,50461472.2,1987512.333
MGYG000000074,LCOG0696,101997950,0
MGYG000000074,LCOG0698,1609819,2388397
MGYG000000074,LCOG0714,7835880,11887043
MGYG000000074,LCOG0745,164129122,0
MGYG000000074,LCOG0753,143860647.2,67121750.2
MGYG000000074,LCOG0760,391625738.2,35250351.25
MGYG000000074,LCOG0764,1290122462,27080147
MGYG000000074,LCOG0774,1290122462,27080147
MGYG000000074,LCOG0776,351295082,18303347
MGYG000000074,LCOG0782,489384432.2,101705374
MGYG000000074,LCOG0783,136898211,24486518
MGYG000000074,LCOG0793,318213281.9,10622651
MGYG000000074,LCOG0807,0,0
MGYG000000074,LCOG0810,343197063,5555392.9
MGYG000000074,LCOG0811,2072411504,503005869.3
MGYG000000074,LCOG0841,285225056.5,0
MGYG000000074,LCOG0845,45135164.21,0
MGYG000000074,LCOG0848,1350147045,343503691.5
MGYG000000074,LCOG1003,41488435.5,2406547
MGYG000000074,LCOG1013,312454963.6,139363898.4
MGYG000000074,LCOG1014,1206443769,138476621.6
MGYG000000074,LCOG1027,340326027.7,127084926
MGYG000000074,LCOG1028,72257714,0
MGYG000000074,LCOG1053,284646940.9,19051547.67
MGYG000000074,LCOG1073,36331397,23914094
MGYG000000074,LCOG1087,4232099,0
MGYG000000074,LCOG1109,1123937355,96583472.71
MGYG000000074,LCOG1143,119386172.6,74724017.63
MGYG000000074,LCOG1149,17370246,1759184
MGYG000000074,LCOG1155,690009354.2,100860783.5
MGYG000000074,LCOG1156,22827434.96,0
MGYG000000074,LCOG1185,437630534.7,83897981
MGYG000000074,LCOG1187,372486980.5,322684852
MGYG000000074,LCOG1192,564050357.1,2530083
MGYG000000074,LCOG1210,5053512,0
MGYG000000074,LCOG1225,291399514.9,58932546.33
MGYG000000074,LCOG1249,120591255.7,7208654
MGYG000000074,LCOG1269,360422947.3,961672
MGYG000000074,LCOG1278,411330890,0
MGYG000000074,LCOG1314,37943458.48,27744538
MGYG000000074,LCOG1349,224473367.3,0
MGYG000000074,LCOG1359,637181633,346191733.9
MGYG000000074,LCOG1390,255867523.3,585632951
MGYG000000074,LCOG1409,578048273,77581973.67
MGYG000000074,LCOG1413,445535171.8,161509480
MGYG000000074,LCOG1449,94401838.13,15077682
MGYG000000074,LCOG1470,49564748,6476969
MGYG000000074,LCOG1475,137117285,39406903
MGYG000000074,LCOG1506,132877623,125337675
MGYG000000074,LCOG1522,174222370.3,0
MGYG000000074,LCOG1527,14723660,1912083
MGYG000000074,LCOG1528,1906483734,1073730150
MGYG000000074,LCOG1538,1424589,0
MGYG000000074,LCOG1544,186915006.6,19407876.38
MGYG000000074,LCOG1579,245995828,59390032
MGYG000000074,LCOG1592,211522452.3,6780522.857
MGYG000000074,LCOG1629,5195409941,2732550673
MGYG000000074,LCOG1703,17312989.43,0
MGYG000000074,LCOG1704,289684137.1,51551859
MGYG000000074,LCOG1726,63067001,0
MGYG000000074,LCOG1728,289587,0
MGYG000000074,LCOG1729,366125786.7,262334837.8
MGYG000000074,LCOG1748,306299362.5,0
MGYG000000074,LCOG1803,108238429.5,6271276
MGYG000000074,LCOG1825,390061315.4,134019850.7
MGYG000000074,LCOG1830,107854451.2,76109532.5
MGYG000000074,LCOG1838,34909233,5929649
MGYG000000074,LCOG1841,135541285,37822535
MGYG000000074,LCOG1862,186755968,17082341
MGYG000000074,LCOG1864,90339554.14,0
MGYG000000074,LCOG1866,2161380669,707335774.2
MGYG000000074,LCOG1882,53036189.25,755911
MGYG000000074,LCOG1883,0,0
MGYG000000074,LCOG1884,1695024335,464443903.20000005
MGYG000000074,LCOG1932,212803194.6,38566588
MGYG000000074,LCOG1940,1272248749,140608309.5
MGYG000000074,LCOG1951,34909233,5929649
MGYG000000074,LCOG1960,22805448.5,0
MGYG000000074,LCOG1995,14872103,0
MGYG000000074,LCOG2017,141983577.8,20065606
MGYG000000074,LCOG2025,68856211,0
MGYG000000074,LCOG2066,300569675,267338483.3
MGYG000000074,LCOG2077,59142259,0
MGYG000000074,LCOG2086,171766766.2,8176956.5
MGYG000000074,LCOG2113,114165247,0
MGYG000000074,LCOG2120,252233764.9,20128628
MGYG000000074,LCOG2143,1430406,0
MGYG000000074,LCOG2185,1695024335,464443903.20000005
MGYG000000074,LCOG2193,314665000.5,75544189.17
MGYG000000074,LCOG2195,823220107.2,288647696.5
MGYG000000074,LCOG2204,185645640,0
MGYG000000074,LCOG2207,164129122,0
MGYG000000074,LCOG2271,23142007.25,0
MGYG000000074,LCOG2374,244455704.4,35567720
MGYG000000074,LCOG2388,3150453,0
MGYG000000074,LCOG2755,14164274,314305
MGYG000000074,LCOG2820,146173936.8,24402599
MGYG000000074,LCOG2825,917810428.9300001,249997951.8
MGYG000000074,LCOG2846,80530554,38116399
MGYG000000074,LCOG2873,176411133.6,2065070
MGYG000000074,LCOG2878,17370246,1759184
MGYG000000074,LCOG2885,119980668.7,3982414
MGYG000000074,LCOG2968,176112434.8,31464851
MGYG000000074,LCOG2982,906238525,86666
MGYG000000074,LCOG2986,558009893.3,0
MGYG000000074,LCOG2987,34920412.5,0
MGYG000000074,LCOG3033,499846585.9,191350289.2
MGYG000000074,LCOG3047,140454407,1803003
MGYG000000074,LCOG3054,31938267.77,0
MGYG000000074,LCOG3055,400480570.5,285114166
MGYG000000074,LCOG3087,3395425,0
MGYG000000074,LCOG3118,515625397.20000005,271028231.3
MGYG000000074,LCOG3170,15479793,0
MGYG000000074,LCOG3185,179350618.1,20935686
MGYG000000074,LCOG3187,111335615,7477213
MGYG000000074,LCOG3203,2645233437,96556449
MGYG000000074,LCOG3210,2263209104,406406310.20000005
MGYG000000074,LCOG3212,677302842.8,105523820.8
MGYG000000074,LCOG3250,290790987.7,881648
MGYG000000074,LCOG3258,146404024.4,0
MGYG000000074,LCOG3266,41188358,0
MGYG000000074,LCOG3292,164129122,0
MGYG000000074,LCOG3340,27678331.5,52540561
MGYG000000074,LCOG3345,92957247,31116448
MGYG000000074,LCOG3404,74744291.5,119221
MGYG000000074,LCOG3408,33588882.6,12849980.33
MGYG000000074,LCOG3448,9479017.867,629134
MGYG000000074,LCOG3488,8947232,629410
MGYG000000074,LCOG3489,468438659.6,168605068
MGYG000000074,LCOG3537,308969415,70704345
MGYG000000074,LCOG3579,8444584,0
MGYG000000074,LCOG3590,663312492.4,779861285.1
MGYG000000074,LCOG3591,1062098016,98842230
MGYG000000074,LCOG3634,0,0
MGYG000000074,LCOG3637,165413571,466110
MGYG000000074,LCOG3643,74744291.5,119221
MGYG000000074,LCOG3746,423601871.7,19412097
MGYG000000074,LCOG3823,144946703,192922063
MGYG000000074,LCOG3883,248303290.1,20646217
MGYG000000074,LCOG3968,10742207,0
MGYG000000074,LCOG4198,777886603.5,276364005
MGYG000000074,LCOG4206,202153843.4,52033638
MGYG000000074,LCOG4232,1430406,0
MGYG000000074,LCOG4552,124550472.2,0
MGYG000000074,LCOG4768,199889283.4,67461217
MGYG000000074,LCOG4770,506159228.2,144954474.1
MGYG000000074,LCOG4799,374358830.5,77817267.78
MGYG000000074,LCOG4864,2876915,0
MGYG000000074,LCOG4866,124550472.2,0
MGYG000000074,LCOG4886,744364405,18561573
MGYG000000074,LCOG5010,6320761932,2027682927
MGYG000000074,LCOG5016,506159228.2,144954474.1
MGYG000000074,LCOG5337,168802698.9,162035716.7
MGYG000000079,LCOG0050,0,0
MGYG000000080,6XJRK,84201185,0
MGYG000000080,74QTI,74053118,0
MGYG000000080,775TI,421354344.2,0
MGYG000000080,LCOG0044,4663557,0
MGYG000000080,LCOG0050,264260443.9,18797839.59
MGYG000000080,LCOG0057,44825887.33,20919743
MGYG000000080,LCOG0058,3828554,0
MGYG000000080,LCOG0087,2993701,0
MGYG000000080,LCOG0149,3606514,0
MGYG000000080,LCOG0166,44088416.25,0
MGYG000000080,LCOG0167,830885983,0
MGYG000000080,LCOG0176,8568090,0
MGYG000000080,LCOG0183,512092796.2,26905764
MGYG000000080,LCOG0186,22050639,0
MGYG000000080,LCOG0188,1009506893,0
MGYG000000080,LCOG0191,125000774.3,0
MGYG000000080,LCOG0235,301797093.2,178780978
MGYG000000080,LCOG0240,32232214,8342334
MGYG000000080,LCOG0317,538383798.5,0
MGYG000000080,LCOG0370,105792483,731732
MGYG000000080,LCOG0426,172853697,0
MGYG000000080,LCOG0427,118101911.7,205483307.4
MGYG000000080,LCOG0443,15850588,0
MGYG000000080,LCOG0450,59808497.5,0
MGYG000000080,LCOG0459,8824216,0
MGYG000000080,LCOG0469,4280126,0
MGYG000000080,LCOG0473,9105908,0
MGYG000000080,LCOG0493,65875890.67,0
MGYG000000080,LCOG0554,100832040,686096
MGYG000000080,LCOG0579,68228492.5,30480738
MGYG000000080,LCOG0624,255517498.6,193059090
MGYG000000080,LCOG0674,55515605,0
MGYG000000080,LCOG0677,121760850,0
MGYG000000080,LCOG0776,22217491,0
MGYG000000080,LCOG1013,55515605,0
MGYG000000080,LCOG1014,55515605,0
MGYG000000080,LCOG1024,242855,0
MGYG000000080,LCOG1032,93289770,60619794
MGYG000000080,LCOG1088,49382724,0
MGYG000000080,LCOG1115,20138762,0
MGYG000000080,LCOG1132,299147821,0
MGYG000000080,LCOG1143,55515605,0
MGYG000000080,LCOG1144,830885983,0
MGYG000000080,LCOG1158,70223788,0
MGYG000000080,LCOG1185,4290874,0
MGYG000000080,LCOG1190,789155553,0
MGYG000000080,LCOG1209,223231427,124737609
MGYG000000080,LCOG1250,68227139.8,13732336
MGYG000000080,LCOG1592,14872024,0
MGYG000000080,LCOG1607,11104844,439139
MGYG000000080,LCOG1762,36269459,0
MGYG000000080,LCOG1773,141600740,0
MGYG000000080,LCOG1803,18674574,0
MGYG000000080,LCOG1853,141600740,0
MGYG000000080,LCOG1960,361661109.4,48934472
MGYG000000080,LCOG2025,68896452,45990595
MGYG000000080,LCOG2086,81492863,7996699
MGYG000000080,LCOG2221,84201185,0
MGYG000000080,LCOG2376,47181390,7381718
MGYG000000080,LCOG2759,27519847,0
MGYG000000080,LCOG2873,8660239,0
MGYG000000080,LCOG3414,19992881.29,111342836
MGYG000000080,LCOG3711,36269459,0
MGYG000000080,LCOG3835,36160036.33,0
MGYG000000080,LCOG3862,30747197,0
MGYG000000080,LCOG5281,420806,165986133.3
MGYG000000081,LCOG0459,28525372,0
MGYG000000084,738MH,498646812,343178255.8
MGYG000000084,775TI,2140107313,128295727.2
MGYG000000084,77C22,120564457,152815733
MGYG000000084,LCOG0048,61750665.4,94940399.43
MGYG000000084,LCOG0051,122394167,61287886
MGYG000000084,LCOG0057,6192345,95213
MGYG000000084,LCOG0058,31525777,0
MGYG000000084,LCOG0059,4559402,640362
MGYG000000084,LCOG0087,150664951.6,90015488.95
MGYG000000084,LCOG0089,71570518,157320487
MGYG000000084,LCOG0090,187299939.7,127418163.2
MGYG000000084,LCOG0096,48895958,18837786.56
MGYG000000084,LCOG0102,21248742,40204675.76
MGYG000000084,LCOG0166,39433931,0
MGYG000000084,LCOG0173,98892268,193821263
MGYG000000084,LCOG0184,263907028,46684687.98
MGYG000000084,LCOG0191,2457217,0
MGYG000000084,LCOG0195,215289954,299094400.2
MGYG000000084,LCOG0222,1352967970,1451143881
MGYG000000084,LCOG0227,329130135,112939451
MGYG000000084,LCOG0264,16482840,0
MGYG000000084,LCOG0367,59983118,3706211
MGYG000000084,LCOG0444,98251033.5,121255857
MGYG000000084,LCOG0459,0,0
MGYG000000084,LCOG0465,0,133421105.3
MGYG000000084,LCOG0480,18029169.11,1041063.513
MGYG000000084,LCOG0495,51698476,0
MGYG000000084,LCOG0516,27117605,7401736.14
MGYG000000084,LCOG0522,467047408,1065665394
MGYG000000084,LCOG0523,112370533,12501510
MGYG000000084,LCOG0553,171183556,30227605.96
MGYG000000084,LCOG0554,3949609,0
MGYG000000084,LCOG0674,106441320,45731285.78
MGYG000000084,LCOG0745,133340497,5409344
MGYG000000084,LCOG0747,238088838.7,247496601
MGYG000000084,LCOG0768,53042252,0
MGYG000000084,LCOG0782,8228344,5018748.298
MGYG000000084,LCOG0822,113814078.9,75131429.81
MGYG000000084,LCOG1013,106441320,45731285.78
MGYG000000084,LCOG1014,106441320,45731285.78
MGYG000000084,LCOG1024,70597514,247359565
MGYG000000084,LCOG1144,106441320,45731285.78
MGYG000000084,LCOG1190,277615203.8,16777501
MGYG000000084,LCOG1250,886477028,1752114926
MGYG000000084,LCOG1264,498646812,343178255.8
MGYG000000084,LCOG1454,37723731.5,37334667
MGYG000000084,LCOG1475,293664648,473845168.8
MGYG000000084,LCOG1592,97527912.92,19373645.43
MGYG000000084,LCOG1653,402883836.8,397051991
MGYG000000084,LCOG1866,83219050.39,333219213.1
MGYG000000084,LCOG1883,76611854,61339692.15
MGYG000000084,LCOG2025,16439512.4,11022012.67
MGYG000000084,LCOG2086,23397899,11038442
MGYG000000084,LCOG2407,41301060,2722374
MGYG000000084,LCOG3835,190726,129698468.7
MGYG000000084,LCOG3842,19915375,0
MGYG000000084,LCOG3845,108683902,51027581
MGYG000000084,LCOG3857,194931530,0
MGYG000000084,LCOG4109,27117605,7401736.14
MGYG000000084,LCOG4166,24149515,30073659
MGYG000000084,LCOG4277,896396575,303277357
MGYG000000084,LCOG5016,30192806.75,11653882.48
MGYG000000084,LCOG5426,6173045,55424077
MGYG000000084,LCOG5520,690768,20227236.7
MGYG000000087,6XJRF,299793839.9,236423472.5
MGYG000000087,71TDN,12331442,399708
MGYG000000087,75K31,12589888,0
MGYG000000087,775TI,144074890,20415039
MGYG000000087,LCOG0050,81957185.2,35471987.75
MGYG000000087,LCOG0057,37818485,390080291
MGYG000000087,LCOG0071,10064591,3893028
MGYG000000087,LCOG0085,80451005,38465982
MGYG000000087,LCOG0086,14500506,0
MGYG000000087,LCOG0087,32445624.87,18269002
MGYG000000087,LCOG0090,21020380,0
MGYG000000087,LCOG0093,99579433,0
MGYG000000087,LCOG0094,201886696.3,20266483
MGYG000000087,LCOG0099,340641,23615067
MGYG000000087,LCOG0112,65777388.5,1816147
MGYG000000087,LCOG0126,101405500,0
MGYG000000087,LCOG0149,915463891,197857142
MGYG000000087,LCOG0152,462806480,122578826
MGYG000000087,LCOG0156,11431484,0
MGYG000000087,LCOG0165,0,0
MGYG000000087,LCOG0177,15239905.33,10241442
MGYG000000087,LCOG0184,1255779.8,0
MGYG000000087,LCOG0191,9869451,0
MGYG000000087,LCOG0200,37365213,1529592
MGYG000000087,LCOG0202,11024581,0
MGYG000000087,LCOG0210,701512928,537158420
MGYG000000087,LCOG0238,6874670.25,0
MGYG000000087,LCOG0282,1235394374,563402263
MGYG000000087,LCOG0305,15068184,0
MGYG000000087,LCOG0330,0,0
MGYG000000087,LCOG0334,86344080.92,6548877
MGYG000000087,LCOG0363,23016614,68777181
MGYG000000087,LCOG0370,1410960,0
MGYG000000087,LCOG0426,182192114,0
MGYG000000087,LCOG0443,3701437,0
MGYG000000087,LCOG0444,120160126,25282381
MGYG000000087,LCOG0480,122801337,0
MGYG000000087,LCOG0495,28011659,85370482
MGYG000000087,LCOG0511,237723316,3881145.667
MGYG000000087,LCOG0516,0,0
MGYG000000087,LCOG0517,0,0
MGYG000000087,LCOG0518,1155288,0
MGYG000000087,LCOG0519,1155288,0
MGYG000000087,LCOG0523,711813652,257264
MGYG000000087,LCOG0542,4430943,0
MGYG000000087,LCOG0550,62310937,0
MGYG000000087,LCOG0551,62310937,0
MGYG000000087,LCOG0554,1058913585,0
MGYG000000087,LCOG0569,446393703,201679530
MGYG000000087,LCOG0579,12863185.5,0
MGYG000000087,LCOG0580,8823265.4,30323072
MGYG000000087,LCOG0653,0,0
MGYG000000087,LCOG0674,24270570,385256.5
MGYG000000087,LCOG0747,40424910.25,11211133
MGYG000000087,LCOG0768,36944400,30931691
MGYG000000087,LCOG0777,106552769,0
MGYG000000087,LCOG0822,39083070,19802706
MGYG000000087,LCOG0825,106552769,0
MGYG000000087,LCOG0860,161432389,0
MGYG000000087,LCOG1003,2162215.5,5474454
MGYG000000087,LCOG1013,24270570,385256.5
MGYG000000087,LCOG1014,24270570,385256.5
MGYG000000087,LCOG1024,49672913,5840906
MGYG000000087,LCOG1028,1240553126,44721081
MGYG000000087,LCOG1077,94060700,0
MGYG000000087,LCOG1086,19066704.4,0
MGYG000000087,LCOG1088,554282,0
MGYG000000087,LCOG1102,27067245,771937
MGYG000000087,LCOG1129,263394937,91044233
MGYG000000087,LCOG1143,24270570,385256.5
MGYG000000087,LCOG1167,158792232.9,77331070
MGYG000000087,LCOG1168,22195346,0
MGYG000000087,LCOG1173,14265733,1759184
MGYG000000087,LCOG1228,170950553,125815790
MGYG000000087,LCOG1250,6907359,0
MGYG000000087,LCOG1454,109518829,16914159
MGYG000000087,LCOG1473,275056324,0
MGYG000000087,LCOG1866,54140348,0
MGYG000000087,LCOG1879,126004613.2,1510110.333
MGYG000000087,LCOG1960,140482847.5,263689
MGYG000000087,LCOG1978,1507917888,977949184
MGYG000000087,LCOG2025,182213737.4,0
MGYG000000087,LCOG2344,11759519,0
MGYG000000087,LCOG2876,40880783.38,0
MGYG000000087,LCOG2987,706663372,0
MGYG000000087,LCOG3087,161432389,0
MGYG000000087,LCOG3103,299793839.9,236423472.5
MGYG000000087,LCOG3290,19027660,0
MGYG000000087,LCOG3835,324399249,56191386
MGYG000000087,LCOG3968,367777421,0
MGYG000000087,LCOG4120,70062851.71,22900240
MGYG000000087,LCOG4770,237723316,3881145.667
MGYG000000087,LCOG4799,2097644,0
MGYG000000087,LCOG4962,10291959,0
MGYG000000087,LCOG5263,299793839.9,236423472.5
MGYG000000095,6XJRK,42266535.5,0
MGYG000000095,LCOG0015,59657924,15983537
MGYG000000095,LCOG0092,109356450,0
MGYG000000095,LCOG0151,231277230,0
MGYG000000095,LCOG0166,213717,0
MGYG000000095,LCOG0188,85341606,35416600
MGYG000000095,LCOG0192,234731715,0
MGYG000000095,LCOG0200,305089588,2184444
MGYG000000095,LCOG0205,12294654,0
MGYG000000095,LCOG0264,22134773,42735453
MGYG000000095,LCOG0280,4238057,0
MGYG000000095,LCOG0370,10387681.5,0
MGYG000000095,LCOG0436,1009506893,0
MGYG000000095,LCOG0450,2643107,0
MGYG000000095,LCOG0459,64638908,0
MGYG000000095,LCOG0468,14668421,49727725
MGYG000000095,LCOG0469,102291258,0
